HEROP_ID,Age15_24P,ForDqP,ForDqTot
050US19137,11.7,7.58,28.5
050US13043,12.76,12.2,30.0
050US18069,13.6,15.67,106.67
050US18073,13.74,12.24,74.43
050US37087,10.3,6.96,45.85
050US37155,14.75,12.2,56.05
050US38105,13.18,4.41,13.0
050US48139,13.88,11.95,88.77
050US48403,8.6,13.4,28.33
050US48481,13.6,10.07,28.0
050US41001,9.51,6.52,18.67
050US41045,13.86,6.41,23.11
050US42063,20.23,9.85,36.09
050US45053,11.09,14.73,110.67
050US18029,12.55,11.61,97.67
050US18131,11.78,19.15,77.75
050US18139,12.9,14.68,74.0
050US08047,7.63,8.9,120.0
050US08089,13.71,19.23,66.86
050US19047,14.06,9.04,28.6
050US40061,12.04,11.97,26.5
050US29137,11.43,9.6,24.33
050US31169,10.08,9.9,36.5
050US47161,11.12,8.28,28.33
050US17023,11.94,10.93,56.75
050US19043,10.58,9.27,29.83
050US19053,21.3,7.73,16.0
050US20171,12.61,9.8,66.0
050US19133,10.57,8.72,21.0
050US26019,9.75,8.5,44.17
050US26035,10.69,13.13,43.25
050US20071,12.83,20.1,26.0
050US20123,13.37,6.15,24.0
050US42065,11.36,11.22,44.0
050US44003,10.88,11.11,104.46
050US17061,11.77,13.2,42.6
050US18105,29.62,6.26,38.1
050US18117,12.07,15.37,55.17
050US18137,13.14,11.38,60.17
050US05083,11.76,10.18,36.83
050US40081,12.09,12.19,52.14
050US19071,10.28,8.93,26.33
050US19023,10.44,7.48,27.0
050US19029,10.48,9.66,33.2
050US08103,13.09,9.45,43.5
050US08109,9.26,14.55,38.0
050US05031,15.25,6.72,56.23
050US26009,10.37,8.68,46.38
050US27117,11.33,8.72,19.8
050US27121,9.62,7.1,22.75
050US27041,10.67,5.76,34.25
050US19115,12.96,12.8,60.33
050US19125,15.21,8.07,41.5
050US13187,22.59,10.2,138.67
050US17009,11.75,10.3,28.0
050US08119,9.97,10.38,87.33
050US12001,24.35,9.55,67.37
050US09015,14.15,10.7,76.24
050US12027,12.74,17.02,101.4
050US05123,12.11,11.82,49.17
050US26011,10.3,9.87,40.33
050US18043,12.86,11.06,73.06
050US21215,12.18,9.6,122.0
050US21221,10.84,10.53,67.33
050US22059,13.49,16.07,82.0
050US22073,14.42,9.85,36.63
050US22083,13.52,10.65,33.33
050US22087,12.16,25.01,154.47
050US40071,13.0,8.74,45.25
050US09003,13.11,8.67,47.5
050US05141,9.94,10.45,44.5
050US26117,12.19,14.26,89.69
050US26121,12.74,14.74,82.76
050US49055,10.8,4.1,10.0
050US42081,12.73,7.6,41.67
050US19061,14.21,6.29,32.91
050US19067,12.52,11.84,48.2
050US19139,12.78,10.04,61.9
050US19143,10.5,12.95,52.0
050US19153,12.74,7.91,62.34
050US19157,19.06,6.58,31.2
050US26101,11.41,9.12,28.7
050US19005,11.03,7.58,22.2
050US19013,18.76,5.79,25.95
050US19019,11.31,7.37,32.33
050US20139,11.96,10.62,47.2
050US42069,12.64,9.95,41.74
050US40115,14.18,9.87,35.67
050US27045,10.7,8.93,31.67
050US27123,13.84,10.54,65.71
050US13099,12.69,17.48,34.2
050US16053,13.15,6.56,26.6
050US54061,24.45,3.94,17.33
050US42007,11.01,9.31,37.73
050US48353,13.86,12.84,29.6
050US48357,13.89,8.0,25.0
050US48367,12.52,7.6,75.0
050US54069,13.89,7.24,18.0
050US28037,10.91,11.35,37.5
050US28041,12.88,19.95,90.5
050US48221,10.64,6.2,66.8
050US48227,13.45,10.3,33.0
050US38087,7.24,7.5,2.0
050US13089,12.34,12.89,152.24
050US12061,9.78,16.78,201.83
050US13285,14.27,12.99,82.69
050US17085,10.22,7.78,45.8
050US17089,13.76,11.49,147.88
050US45039,12.05,13.66,62.6
050US13115,14.44,10.47,57.8
050US42021,12.76,8.62,29.46
050US18141,15.18,17.21,95.62
050US18149,12.26,16.83,86.57
050US13125,13.63,17.7,38.0
050US13255,12.33,16.02,117.58
050US13259,14.52,13.53,12.67
050US08081,11.23,9.84,38.6
050US27001,8.23,9.22,37.0
050US42037,19.05,7.75,39.73
050US17069,12.25,16.43,15.67
050US17151,7.18,10.45,11.0
050US26077,19.51,9.43,54.1
050US42107,10.68,9.68,49.62
050US17071,10.74,14.1,46.67
050US30037,6.08,6.6,4.0
050US30051,7.54,5.0,7.0
050US27005,11.34,8.35,36.4
050US38023,9.37,4.6,7.0
050US51173,11.0,9.06,44.14
050US01077,15.13,8.41,47.95
050US01083,12.26,6.32,45.93
050US13067,13.26,9.39,139.44
050US13081,13.8,15.8,60.2
050US37097,12.6,8.58,102.56
050US37169,11.22,8.66,59.5
050US51510,8.16,5.03,41.0
050US51013,10.29,4.12,35.36
050US13165,13.9,27.05,72.0
050US26073,31.51,11.48,60.42
050US18005,12.17,8.11,63.33
050US18015,11.81,12.1,53.57
050US16071,13.11,6.8,35.0
050US17167,12.27,8.8,50.6
050US18163,13.54,12.59,64.85
050US18165,11.72,16.3,88.0
050US18169,14.39,16.39,101.5
050US54055,11.96,10.06,39.31
050US13299,12.06,15.13,50.44
050US26093,12.82,11.05,76.52
050US17203,12.8,7.39,41.33
050US08085,10.72,8.3,78.67
050US12021,9.95,20.34,280.67
050US12051,14.66,21.57,111.0
050US17147,10.97,7.78,51.5
050US48097,13.12,7.84,30.89
050US48113,13.89,10.5,61.24
050US13307,10.91,17.5,10.5
050US17141,12.11,10.97,78.36
050US17157,11.17,11.3,44.33
050US47109,11.89,14.54,56.0
050US47113,14.85,12.2,58.67
050US48445,13.03,9.67,25.0
050US48483,10.18,8.65,17.0
050US53039,10.44,5.7,39.33
050US54035,11.1,6.92,32.5
050US48127,13.01,14.83,21.0
050US27133,11.34,7.37,30.0
050US54101,10.42,12.4,30.33
050US55005,10.83,10.46,65.44
050US17165,11.65,12.84,43.44
050US18001,13.31,12.83,87.57
050US01125,20.68,8.86,44.8
050US04017,13.27,12.12,58.26
050US56019,8.84,3.8,18.0
050US55089,13.15,4.18,38.41
050US39001,11.96,15.72,62.0
050US28091,13.0,16.48,72.33
050US51045,10.09,12.6,105.0
050US51580,11.55,9.9,41.5
050US51600,12.25,6.14,55.6
050US17081,11.71,10.7,37.73
050US13035,12.53,11.68,114.25
050US27019,12.88,6.62,63.22
050US27029,10.91,14.47,34.0
050US39169,14.09,9.15,41.64
050US42001,13.27,6.45,42.22
050US28095,12.09,15.57,76.88
050US47133,11.72,9.48,28.0
050US49041,13.51,6.2,33.2
050US26043,11.04,9.34,55.14
050US26057,15.17,16.33,88.11
050US26067,13.12,15.6,105.92
050US36069,13.19,6.37,37.57
050US28105,33.89,7.57,43.0
050US31039,11.58,6.68,14.5
050US13193,13.32,16.47,43.25
050US16001,13.0,6.32,102.98
050US26087,12.52,14.78,84.6
050US26091,13.48,13.93,99.0
050US21127,11.13,13.32,21.4
050US13293,12.19,15.9,72.0
050US17133,11.24,5.93,100.0
050US47043,12.3,9.57,82.29
050US54097,14.78,11.37,50.33
050US45023,12.01,14.23,51.0
050US50007,19.64,3.0,23.42
050US31113,11.4,6.5,3.0
050US42009,11.11,9.32,44.55
050US18079,13.12,15.34,103.0
050US17181,10.38,12.0,37.4
050US17191,10.98,10.9,32.8
050US17195,12.0,11.17,57.44
050US42053,10.94,11.1,27.5
050US48149,10.82,6.36,15.0
050US48155,10.44,12.3,17.0
050US48183,13.64,7.85,39.35
050US50011,11.93,7.43,51.4
050US26005,12.26,10.27,82.86
050US18093,11.45,17.96,112.9
050US05047,13.36,9.47,61.0
050US13055,12.35,19.67,74.67
050US05137,10.81,10.95,45.5
050US08061,10.28,10.6,12.0
050US08075,14.19,12.73,42.5
050US48189,15.94,8.53,25.67
050US40007,12.32,7.63,10.33
050US13321,12.03,15.26,51.8
050US17109,26.42,9.02,32.3
050US17113,21.2,6.09,35.34
050US26025,13.15,14.94,73.75
050US13101,12.04,16.15,16.5
050US17099,12.19,10.89,65.19
050US17103,11.39,10.11,55.78
050US17105,12.41,15.04,73.5
050US51197,10.68,8.68,68.25
050US37179,14.15,8.06,143.76
050US17123,11.18,10.34,39.8
050US13109,10.09,13.07,28.33
050US48397,13.03,7.99,154.29
050US18155,11.87,15.33,46.67
050US37025,12.54,7.63,91.14
050US37035,12.51,8.63,62.93
050US13211,12.91,10.3,56.8
050US40105,11.88,9.95,20.5
050US40111,13.84,15.43,66.67
050US26031,10.46,10.74,46.44
050US54089,8.96,9.12,24.0
050US51115,11.36,5.4,22.0
050US51169,10.35,11.77,33.0
050US17083,13.98,11.76,73.2
050US39071,12.08,17.64,101.78
050US39079,12.09,15.31,77.86
050US48267,11.16,8.2,13.0
050US28117,13.98,14.38,81.0
050US28125,13.59,17.95,41.5
050US29135,12.38,10.25,36.5
050US48271,11.05,8.2,19.0
050US51650,15.5,9.02,74.59
050US37143,8.97,7.8,63.5
050US29221,11.78,13.64,65.2
050US39069,12.07,15.83,97.14
050US29075,11.67,11.95,31.5
050US29079,13.05,8.35,21.25
050US29165,12.53,5.82,52.39
050US17111,13.33,8.7,120.7
050US30107,11.91,6.2,12.0
050US46047,9.57,7.6,22.5
050US37191,13.86,10.81,55.19
050US38001,10.72,4.2,9.0
050US29225,12.58,8.72,113.75
050US36085,12.52,6.87,38.88
050US28059,12.77,11.41,74.69
050US29093,11.2,9.57,24.75
050US56037,13.31,4.69,21.17
050US54079,11.08,5.12,42.89
050US39089,13.38,12.15,91.71
050US45085,14.46,15.29,75.86
050US46007,14.66,13.75,1.88
050US18089,13.24,20.32,116.48
050US18107,13.42,12.69,81.67
050US18161,12.65,13.05,62.0
050US19021,15.57,7.45,26.0
050US36117,11.99,7.14,48.81
050US48177,13.08,9.0,14.83
050US48191,13.63,23.45,27.0
050US48219,16.22,8.84,27.29
050US12005,11.82,11.52,123.14
050US48257,12.91,14.03,123.08
050US31021,10.37,9.62,25.5
050US36011,12.46,7.68,35.76
050US31141,12.62,6.89,40.71
050US31145,13.29,7.8,35.67
050US31149,12.52,5.1,7.0
050US48247,15.94,14.4,31.0
050US48021,13.07,11.21,101.25
050US29111,16.14,11.8,26.5
050US53001,15.1,7.62,19.8
050US53063,13.53,5.55,39.63
050US40153,12.87,7.72,32.2
050US17139,11.81,9.3,49.75
050US55091,10.63,14.05,63.0
050US37033,11.17,10.28,39.67
050US37185,13.28,12.67,48.75
050US37187,14.58,12.07,56.67
050US33005,15.63,8.18,52.12
050US35001,13.12,6.29,50.23
050US28107,13.19,15.22,75.17
050US36027,14.93,9.0,55.03
050US17193,10.51,11.78,38.0
050US18047,12.61,14.42,76.0
050US02185,11.22,4.3,13.67
050US05111,12.48,12.14,46.29
050US38015,12.97,2.64,16.56
050US29025,11.88,16.75,96.0
050US29091,12.44,8.79,35.0
050US20191,12.08,8.93,46.17
050US21039,11.69,9.6,18.67
050US48197,11.03,14.2,49.0
050US31067,10.81,9.86,37.57
050US31077,10.87,11.7,19.0
050US46065,10.63,3.18,19.0
050US54051,10.62,8.88,40.11
050US31097,12.49,11.6,27.0
050US20145,11.92,8.1,28.5
050US26123,11.83,14.66,86.0
050US31127,17.08,10.95,43.5
050US37109,11.34,9.58,73.58
050US37197,11.98,8.11,43.57
050US31083,10.67,8.9,33.0
050US31093,10.29,10.25,29.0
050US55071,11.29,8.52,52.65
050US42113,11.43,6.4,20.0
050US48209,20.99,7.63,79.71
050US48233,13.18,7.61,28.14
050US48307,10.6,7.93,18.33
050US31173,15.57,12.15,18.5
050US31175,10.61,6.3,15.5
050US35006,13.21,8.08,15.4
050US35009,16.25,7.08,37.22
050US31131,11.64,7.68,29.6
050US31139,11.61,9.3,34.0
050US48123,10.12,7.86,19.4
050US48125,10.29,10.6,17.0
050US51680,28.11,7.24,30.85
050US51683,13.12,16.38,388.0
050US13005,12.02,11.25,41.5
050US13045,17.4,15.28,168.88
050US21163,12.77,11.12,72.8
050US21191,12.1,12.2,61.67
050US39051,12.84,13.78,102.33
050US30065,10.61,5.65,12.0
050US35013,18.89,8.55,46.53
050US55083,10.16,9.24,58.45
050US48077,11.04,10.47,34.33
050US48081,9.19,12.6,18.0
050US40099,11.45,9.67,45.67
050US13087,13.28,16.73,65.71
050US27155,11.69,10.15,20.0
050US27159,11.25,11.8,56.67
050US27169,23.79,9.47,59.5
050US36049,12.09,8.37,30.0
050US39059,12.02,15.94,78.4
050US05027,20.98,10.64,50.6
050US48087,12.42,7.95,11.0
050US48235,14.04,9.6,11.0
050US48243,8.91,5.4,6.0
050US48249,14.01,12.23,45.57
050US29181,10.54,10.9,28.0
050US31013,11.13,7.43,40.0
050US48281,11.94,6.42,35.75
050US48291,13.49,11.82,39.5
050US41009,11.62,6.07,53.3
050US28065,12.34,17.2,124.5
050US28069,17.01,14.95,74.0
050US29107,12.02,8.5,69.5
050US13061,10.03,18.75,19.5
050US28039,14.1,15.07,100.67
050US37081,14.83,8.28,56.15
050US37119,12.97,8.48,90.97
050US37171,12.22,9.98,65.67
050US28005,9.46,12.43,35.0
050US28113,13.93,13.23,66.43
050US17025,11.52,14.22,51.75
050US55049,10.83,8.8,47.83
050US48253,11.56,10.07,27.0
050US51550,13.19,7.07,78.76
050US46129,9.89,7.5,18.0
050US51065,10.86,6.53,100.0
050US51520,11.06,9.45,48.75
050US28063,12.21,20.45,69.0
050US28127,12.6,13.92,66.2
050US17049,12.24,8.2,45.25
050US01007,13.34,13.13,75.67
050US30097,9.64,4.3,14.0
050US01019,11.55,8.78,41.0
050US28015,12.03,14.7,65.5
050US55031,12.29,9.7,46.29
050US01085,12.18,17.42,41.75
050US55101,12.63,9.27,78.28
050US28135,13.93,19.55,57.0
050US28145,12.11,13.2,59.67
050US55129,8.96,7.96,37.4
050US46051,11.33,7.43,14.33
050US41057,9.49,4.05,21.62
050US46045,11.17,5.65,9.5
050US20081,14.68,6.1,24.0
050US20093,14.65,8.1,34.0
050US46043,10.2,6.2,12.0
050US29053,12.34,7.54,27.6
050US30103,12.36,6.3,4.0
050US35028,10.22,3.15,27.0
050US28019,12.19,12.3,44.67
050US37181,13.13,14.67,57.4
050US28073,13.08,9.45,94.83
050US46057,12.42,5.65,17.0
050US55135,11.09,11.47,72.17
050US28025,13.19,14.34,70.0
050US48085,12.87,6.02,92.24
050US48095,18.92,12.35,13.5
050US48111,12.08,6.95,20.0
050US48115,15.64,10.5,35.67
050US36021,10.9,5.92,24.2
050US30109,7.06,7.6,4.0
050US29131,11.99,13.48,64.6
050US28155,12.43,13.97,45.67
050US29039,10.94,11.0,55.0
050US48047,21.43,15.55,34.5
050US48105,11.04,13.8,49.0
050US28031,14.09,16.1,72.0
050US28035,18.65,9.17,46.65
050US05125,11.56,8.19,51.48
050US21143,10.15,7.45,31.0
050US39081,13.12,15.33,59.0
050US37005,10.66,10.4,46.33
050US34039,12.61,13.78,102.68
050US29051,12.58,9.15,49.2
050US21219,11.72,11.55,30.25
050US22049,10.7,9.68,26.6
050US06049,8.31,12.95,28.5
050US06087,18.39,6.77,50.87
050US17033,11.34,11.52,51.17
050US40119,29.95,6.81,34.0
050US29147,31.33,11.2,42.8
050US29151,13.0,7.95,30.0
050US46091,10.62,6.95,13.0
050US35027,9.81,4.88,30.6
050US35053,16.46,7.61,11.43
050US39031,11.51,17.44,71.7
050US39033,11.68,16.53,92.46
050US21073,12.35,9.33,64.1
050US28099,13.1,10.93,46.0
050US28147,13.89,16.93,70.0
050US51750,46.44,4.7,37.0
050US40123,15.26,6.84,25.9
050US27059,11.73,15.53,199.83
050US37041,10.15,10.3,84.5
050US39037,12.14,13.85,89.33
050US26105,11.14,9.96,44.89
050US48439,13.82,9.46,70.85
050US16055,11.96,5.98,84.19
050US39057,15.88,9.06,69.64
050US39065,19.98,16.56,101.29
050US29185,9.72,13.97,32.67
050US21047,19.44,11.03,55.93
050US21081,13.14,11.82,102.5
050US46103,12.19,5.09,35.15
050US37061,12.26,10.56,54.38
050US01045,12.86,7.26,29.21
050US31159,17.1,6.7,32.0
050US31165,9.24,9.4,4.0
050US31111,11.67,7.71,44.62
050US31115,9.4,13.2,4.0
050US56011,9.91,3.45,11.5
050US56017,6.88,4.22,7.75
050US56023,10.77,4.2,23.5
050US56027,13.68,6.2,13.0
050US12063,11.79,14.65,52.36
050US27055,10.72,8.18,39.0
050US01105,21.01,16.0,29.75
050US02122,11.92,5.2,30.08
050US25023,12.87,10.67,108.03
050US46061,12.66,7.5,19.0
050US47095,12.48,14.9,40.5
050US47099,11.97,10.21,51.89
050US56007,11.84,4.56,19.4
050US55093,19.86,10.66,77.5
050US55097,20.14,6.78,42.77
050US38039,9.75,5.3,4.0
050US46115,12.72,6.0,9.67
050US18049,11.8,15.6,75.83
050US18057,12.3,7.25,160.5
050US18077,14.69,13.06,83.29
050US18127,13.55,9.84,108.88
050US38029,8.77,4.0,5.0
050US38057,10.58,4.02,9.2
050US12101,10.76,18.42,246.62
050US47179,15.62,6.47,52.21
050US20163,11.02,8.45,23.0
050US39023,12.97,14.78,74.14
050US39139,12.23,16.24,90.47
050US30017,11.78,5.08,11.67
050US40129,11.41,9.2,17.0
050US40149,11.89,14.62,39.0
050US27085,11.88,9.14,72.14
050US31179,26.73,8.25,36.0
050US31183,7.06,16.4,9.0
050US32017,15.66,12.75,24.5
050US32021,10.05,9.05,15.75
050US32027,7.58,13.5,45.0
050US37003,11.44,9.07,49.29
050US35005,14.8,7.88,41.08
050US30021,11.94,3.5,12.33
050US49031,9.35,5.6,10.0
050US18019,12.01,11.81,91.19
050US38043,12.89,5.6,4.5
050US29083,10.53,10.33,52.5
050US39041,12.47,6.34,63.34
050US46037,10.81,6.22,9.25
050US47061,11.71,18.3,83.5
050US47069,12.9,16.12,75.33
050US47071,11.1,10.97,54.67
050US29097,13.62,7.96,56.09
050US32029,6.95,16.7,74.5
050US39027,13.56,14.17,90.0
050US21091,12.78,9.73,29.33
050US12081,10.17,19.28,201.77
050US41037,8.84,6.95,19.5
050US48121,13.77,6.71,113.09
050US48133,14.13,11.06,27.2
050US48269,7.46,0.0,0.0
050US48327,5.84,8.8,7.5
050US28101,15.09,12.92,51.8
050US29117,11.05,7.62,21.2
050US29121,11.24,9.02,23.4
050US46027,35.37,4.17,15.0
050US17055,11.24,13.39,49.67
050US16081,11.09,7.7,133.0
050US05079,11.46,16.3,23.2
050US20201,10.61,10.45,28.5
050US20205,10.96,14.55,40.0
050US48447,14.42,19.3,23.0
050US29139,10.23,10.57,32.25
050US47103,11.21,8.45,34.38
050US31121,11.25,10.3,32.0
050US31125,11.0,9.2,34.0
050US46135,12.46,3.85,22.0
050US05127,11.55,12.07,32.33
050US13199,12.16,17.18,74.5
050US21211,12.44,7.62,86.6
050US40091,10.68,10.3,33.86
050US19037,11.98,9.9,38.25
050US55141,10.99,9.44,62.82
050US30079,6.33,5.0,4.0
050US38019,10.02,5.17,7.67
050US38021,13.5,4.03,5.67
050US47027,10.47,14.5,42.5
050US47047,10.76,11.29,80.57
050US55027,11.31,9.14,55.0
050US21015,12.52,7.05,85.0
050US21087,10.42,14.5,44.25
050US20167,8.14,7.75,25.5
050US27035,10.69,9.9,73.92
050US18033,12.49,12.79,103.5
050US18039,13.52,17.72,170.25
050US36015,12.14,8.9,41.87
050US48305,11.98,9.17,14.33
050US13091,12.04,16.58,43.83
050US46033,8.35,4.55,22.0
050US36109,29.68,3.83,17.3
050US40085,12.77,9.27,27.33
050US37071,12.32,10.02,65.11
050US21019,11.18,9.32,53.42
050US12011,11.89,20.51,277.82
050US13119,13.9,13.7,80.75
050US19149,12.62,7.52,35.5
050US47023,17.84,10.37,58.0
050US08007,9.47,9.12,66.25
050US38083,8.61,7.3,6.0
050US20127,9.67,8.4,27.5
050US20129,12.83,5.4,19.0
050US20133,12.65,11.2,41.4
050US17013,10.68,16.5,36.5
050US12015,7.88,22.14,347.78
050US27017,11.51,8.74,59.71
050US31163,9.73,9.7,25.0
050US29141,10.78,9.72,48.8
050US29145,12.96,9.25,65.6
050US46031,13.6,16.03,3.0
050US36039,11.98,6.77,42.27
050US47083,11.68,12.0,27.67
050US55133,12.15,4.83,45.68
050US21009,12.46,11.73,52.4
050US29205,11.3,8.83,16.67
050US29211,10.51,6.97,11.0
050US48331,13.32,10.67,33.0
050US48363,12.47,8.26,23.56
050US36041,11.67,6.6,11.5
050US36093,13.08,8.67,38.55
050US28077,12.88,15.07,70.67
050US22089,13.35,7.62,41.23
050US22093,12.88,12.24,34.86
050US20187,11.78,14.3,26.0
050US23009,9.8,8.65,35.5
050US27049,11.31,8.5,56.9
050US13129,13.0,15.04,109.0
050US29007,12.49,9.8,40.71
050US42015,11.08,8.03,35.29
050US46029,12.26,4.55,26.33
050US28097,10.44,15.07,64.33
050US38009,12.43,2.6,5.67
050US38011,11.83,3.8,5.5
050US29215,10.93,8.18,34.5
050US29219,11.35,9.25,138.25
050US18045,12.1,14.5,66.6
050US27065,11.19,15.0,85.25
050US21035,22.83,6.92,29.88
050US21053,11.66,15.3,46.5
050US28111,12.64,18.9,105.0
050US29045,10.59,10.13,21.33
050US29073,11.0,11.5,39.6
050US54077,10.42,7.01,26.5
050US35041,22.19,7.08,26.75
050US44005,12.72,6.66,47.23
050US37073,11.13,9.9,41.0
050US38013,7.82,3.5,2.5
050US19051,12.71,7.4,24.5
050US05035,13.85,16.23,52.88
050US51760,15.56,9.91,46.71
050US53023,8.95,6.15,8.0
050US20003,12.05,9.0,38.0
