HEROP_ID,ParkArea,Cover,CntBupT,CntMetT,CntNalT,AvBupTime,AvMetTime,AvNalTime,PctBupT,PctMetT,PctNalT,TotHcv,MlHcv,FmHcv,Un50Hcv,A50_74Hcv,Ov75Hcv,BlkHcv,NonBlkHcv,HcvD13,MlHcvD13,FlHcvD13,AmInHcvD13,AsPiHcvD13,BlkHcvD13,HspHcvD13,U50HcvD13,A50_74HcvD13,O75HcvD13,HcvD14,MlHcvD14,FlHcvD14,AmInHcvD14,AsPiHcvD14,BlkHcvD14,HspHcvD14,U50HcvD14,A50_74HcvD14,O75HcvD14,HcvD15,MlHcvD15,FlHcvD15,AmInHcvD15,AsPiHcvD15,BlkHcvD15,HspHcvD15,U50HcvD15,D50_74Hcv15,O75HcvD15,HcvD16,MlHcvD16,FlHcvD16,AmInHcvD16,AsPiHcvD16,BlkHcvD16,HspHcvD16,U50HcvD16,A50_74HcvD16,O75HcvD16,HcvD17,MlHcvD17,FlHcvD17,AmInHcvD17,AsPiHcvD17,BlkHcvD17,HspHcvD17,U50HcvD17,A50_74HcvD17,O75HcvD17,AvHcvD,AvMlHcvD,AvFlHcvD,AvAmInHcvD,AvAsPiHcvD,AvBlkHcvD,AvHspHcvD,AvU50HcvD,Av50_74HcvD,AvO75HcvD,PrMsuse20P,AnyPdmpFr,AnyPdmphFr,OpPdmpFr,MsAcPdmpFr,ElcPdmpFr,AnyPdmpDt,AnyPdmphDt,OpPdmpDt,MsAcPdmpDt,ElcPdmpDt,AnyGslDt,GslArrDt,AnyGslFr,GslArrFr,AnyNalDt,NalPrStDt,NalPresDt,AnyNalFr,NalPrStFr,NalPresFr,MedcdExp19,MedcdExp18,TradFedExp,TradSttExp,ExpnFedExp,ExpnSttExp,ExpSsp,NoPrphLw,NtPrFrDsSy,PrExcInj,PrNtRefInj,NoLwRmUnc,MdMarijLaw,CrrctExpS,PlcFyrExpS,HlthExpS,WlfrExpS,CrrctExpL,PlcFyrExpL,HlthExpL,WlfrExpL,CrrctExpT,PlcFyrExpT,HlthExpT,WlfrExpT
040US28,1813837282.0,1.2,506,187,326,17.85,56.37,34.9,0.76,0.28,0.49,22900,15200,7800,5700,16600,600,7800,15200,179,130,49.0,,,40.0,,19.0,129.0,10.0,171,126,45.0,,,42.0,,,130.0,,162,111,51.0,,,32.0,,12.0,123,,183,127,56.0,,,48.0,,11.0,151.0,,159,113,46.0,,,43.0,,10.0,131.0,,170.8,121.4,49.4,,,41.0,,10.2,132.8,1.2,3.65,1.0,1.0,1,0,1.0,1/1/2005,6/1/2006,7/1/2008,,6/30/2006,7/1/2015,7/1/2015,1.0,1,7/1/2015,7/1/2015,,1.0,1.0,0.0,5526832167,5295631600,4011296400,1284335200,,,0,0,0,0,0,1,0,407751,135917.0,407751,815502,558639.0,925545.0,558639.0,1117278.0,966390,1061462,966390,1932780
040US29,13221052702.0,8.43,1195,799,1195,13.27,34.64,14.98,0.86,0.57,0.86,40300,27100,12700,12900,25900,900,9900,29900,330,246,84.0,,,63.0,11.0,18.0,279.0,,314,231,83.0,,,60.0,13.0,17.0,255.0,13.0,275,203,72.0,,,61.0,,10.0,242,10.0,258,193,65.0,,,54.0,,,223.0,,247,176,71.0,,,51.0,,14.0,214.0,,284.8,209.8,75.0,,,57.8,4.2,11.6,242.6,4.0,3.27,0.5,0.5,0,0,0.5,7/1/2017,7/1/2017,,,7/1/2017,8/28/2017,8/28/2017,1.0,1,9/1/2016,9/1/2016,,1.0,1.0,0.0,10252142000,10451425600,6799087300,3652338300,,,0,0,0,0,0,1,0,822222,274074.0,822222,1644444,639198.0,2401509.0,639198.0,1278396.0,1461420,2675583,1461420,2922840
040US30,57079006095.0,8.42,181,83,142,28.08,51.95,45.36,0.67,0.31,0.52,7400,5000,2500,2100,5200,100,100,7300,60,41,19.0,14.0,,,,,44.0,,55,40,15.0,,,,,,36.0,,77,57,20.0,15.0,,,,,57,,75,52,23.0,19.0,,,,11.0,43.0,,68,42,26.0,20.0,,,,,49.0,,67.0,46.4,20.6,13.4,,,,1.4,45.8,,3.43,1.0,1.0,1,0,1.0,7/1/2011,7/1/2011,10/1/2012,,7/1/2011,5/3/2017,,1.0,0,5/1/2017,5/1/2017,,0.67,0.67,0.0,1888589216,1839106500,778706500,369979800,648026400.0,42393800.0,1,0,0,0,0,0,1,114483,38161.0,114483,228966,137052.0,415817.0,137052.0,274104.0,251535,453978,251535,503070
040US31,1127101647.0,0.52,411,279,360,18.15,27.92,25.97,0.77,0.52,0.68,7900,5000,2500,1500,5800,200,1700,5900,90,68,22.0,,,17.0,,10.0,69.0,,77,49,28.0,,,12.0,,10.0,49.0,,82,57,25.0,,,,,,43,,78,60,18.0,,,16.0,,,55.0,,79,51,28.0,,,17.0,,,67.0,,81.2,57.0,24.2,,,12.2,,3.4,56.6,,3.06,1.0,1.0,1,0,1.0,4/14/2011,8/1/2011,1/1/2017,,8/27/2011,8/24/2017,8/24/2017,1.0,1,6/1/2015,,,1.0,0.0,0.0,2178227037,2115842300,1113354300,1002487900,,,0,0,0,0,0,1,0,247611,82537.0,247611,495222,428370.0,661579.0,428370.0,856740.0,675981,744116,675981,1351962
040US32,65536653819.0,3.89,655,597,631,8.13,16.51,13.3,0.95,0.87,0.92,21900,15500,6400,5100,16300,500,2900,19200,212,151,61.0,,,20.0,19.0,12.0,172.0,,181,119,62.0,,,17.0,24.0,,142.0,,173,129,44.0,,,12.0,21.0,,139,,181,126,55.0,,,17.0,16.0,,148.0,11.0,153,108,45.0,,,20.0,23.0,,127.0,,180.0,126.6,53.4,,,17.2,20.6,1.6,145.6,1.4,3.87,1.0,1.0,1,1,1.0,6/29/1995,1/1/1996,2/1/2011,10/1/2015,10/1/1995,10/1/2015,10/1/2015,1.0,1,10/1/2015,10/1/2015,,1.0,1.0,0.0,3995621251,3959463900,1783583900,922486900,1181644500.0,71748600.0,1,0,0,1,0,0,1,265440,88480.0,265440,530880,1397259.0,1731653.0,1397259.0,2794518.0,1662699,1820133,1662699,3325398
040US33,5021643472.0,2.09,283,168,244,8.39,31.05,18.16,0.96,0.57,0.83,7700,5600,2000,2800,4700,100,200,7500,73,57,16.0,,,,,,52.0,,62,50,12.0,,,,,,47.0,,65,44,21.0,,,,,,50,,68,54,14.0,,,,,,48.0,,57,48,,,,,,,31.0,,65.0,50.6,12.4,,,,,,45.6,,3.12,1.0,1.0,1,1,1.0,6/12/2012,6/1/2012,10/1/2014,1/21/2016,6/12/2012,9/6/2015,9/6/2015,1.0,1,7/1/2015,7/1/2015,,1.0,1.0,0.0,1998974283,2228830700,859950400,858495400,478774900.0,31610000.0,1,0,0,0,1,0,1,212742,70914.0,212742,425484,240462.0,607695.0,240462.0,480924.0,453204,678609,453204,906408
040US34,9065880980.0,9.46,2008,1929,2002,3.62,12.1,6.64,1.0,0.96,1.0,47200,32100,14000,13600,30700,1700,14300,31900,424,299,125.0,,,133.0,53.0,24.0,355.0,26.0,446,325,121.0,,,115.0,57.0,25.0,372.0,30.0,400,271,129.0,,,124.0,46.0,19.0,316,40.0,378,278,100.0,,,128.0,52.0,19.0,320.0,11.0,342,236,106.0,,,102.0,55.0,10.0,280.0,28.0,398.0,281.8,116.2,,,120.4,52.6,19.4,328.6,27.0,3.24,1.0,1.0,1,1,1.0,1/4/2008,8/1/2009,1/1/2012,11/1/2015,8/1/2010,5/2/2013,5/2/2013,1.0,1,7/1/2013,7/1/2013,,1.0,1.0,0.0,16092750284,15079945100,5999339800,5910689800,2985600500.0,184315000.0,1,0,0,0,0,0,1,1860483,620161.0,1860483,3720966,2118744.0,3980848.0,2118744.0,4237488.0,3979227,4601009,3979227,7958454
040US35,44367288688.0,4.65,448,289,331,9.86,31.31,31.47,0.9,0.58,0.66,26700,19800,8300,9100,18300,600,700,27500,229,178,51.0,11.0,,,130.0,31.0,183.0,,205,156,49.0,11.0,,,116.0,18.0,156.0,,195,148,47.0,15.0,,,99.0,26.0,153,,203,141,62.0,13.0,,,116.0,25.0,153.0,,175,143,32.0,,,,99.0,11.0,142.0,,201.4,153.2,48.2,9.8,,,112.0,22.2,157.4,,3.86,1.0,1.0,1,1,1.0,7/15/2004,7/1/2004,8/1/2005,9/28/2012,7/15/2004,6/15/2007,,1.0,0,5/1/2001,4/1/2016,4/1/2014,1.0,1.0,1.0,5278429102,5107975100,2684197500,1000889800,1344329700.0,78558100.0,1,0,0,0,0,0,1,375543,125181.0,375543,751086,710391.0,895515.0,710391.0,1420782.0,1085934,1020696,1085934,2171868
040US36,21409542506.0,10.47,4842,4250,4740,4.18,15.44,7.63,0.98,0.86,0.96,116000,78100,36100,26600,82500,5000,34800,79600,1139,754,385.0,,36.0,310.0,285.0,78.0,910.0,121.0,1092,745,347.0,,27.0,275.0,287.0,74.0,871.0,128.0,979,701,278.0,,25.0,243.0,247.0,51.0,812,99.0,789,543,246.0,,26.0,177.0,216.0,37.0,664.0,75.0,701,495,206.0,,17.0,178.0,183.0,36.0,557.0,96.0,940.0,647.6,292.4,,26.2,236.6,243.6,55.2,762.8,103.8,3.27,1.0,1.0,1,1,1.0,1/1/1972,1/1/1990,6/1/2013,8/27/2013,1/1/1998,9/18/2011,,1.0,0,4/1/2006,7/1/2014,,1.0,1.0,0.0,60281679030,77697181000,39032126500,38173138700,431408500.0,60507400.0,1,0,0,0,0,0,1,2595894,865298.0,2595894,5191788,10207965.0,13459750.0,10207965.0,20415930.0,12803859,14325048,12803859,25607718
040US37,12619357994.0,9.81,2114,1721,1844,9.61,21.08,17.19,0.96,0.78,0.84,66400,44500,21400,17600,46900,1400,21800,44200,525,377,148.0,12.0,,142.0,11.0,47.0,440.0,,495,360,135.0,,,151.0,19.0,42.0,410.0,10.0,532,383,149.0,,,163.0,,53.0,455,,511,357,154.0,10.0,,121.0,12.0,22.0,448.0,11.0,460,330,130.0,11.0,,104.0,,17.0,409.0,,504.6,361.4,143.2,6.2,,136.2,8.0,36.2,432.4,3.6,3.48,1.0,1.0,1,0,1.0,8/13/2005,1/1/2006,7/1/2007,,1/1/2006,4/9/2013,,1.0,0,5/1/2013,5/1/2013,,1.0,1.0,0.0,13780306363,13201460500,8944059000,4257401500,,,1,0,0,0,0,0,0,1598229,532743.0,1598229,3196458,1675407.0,3722009.0,1675407.0,3350814.0,3273636,4254752,3273636,6547272
040US38,1929557705.0,0.56,121,49,109,29.36,44.14,34.55,0.59,0.24,0.53,2600,1800,600,800,1500,100,100,2300,22,16,,,,,,,,,24,17,,,,,,,,,32,26,,,,,,,12,,20,13,,,,,,,,,23,15,,,,,,,,,24.2,17.4,,,,,,,1.6,,3.02,1.0,1.0,1,0,1.0,12/1/2005,12/1/2006,10/1/2008,,4/5/2007,8/1/2015,,1.0,0,8/1/2015,8/1/2015,4/1/2016,1.0,1.0,1.0,1174487740,1265951600,494032100,474269300,274231400.0,23418800.0,1,0,0,0,0,0,0,105756,35252.0,105756,211512,364725.0,323969.0,364725.0,729450.0,470481,359221,470481,940962
040US39,6856822850.0,5.65,2909,2012,2875,6.46,24.48,9.68,0.99,0.68,0.97,89600,61300,28800,33400,54900,1700,26700,63500,534,376,158.0,,,142.0,13.0,45.0,445.0,34.0,567,409,158.0,,,140.0,14.0,38.0,478.0,25.0,559,394,165.0,,,154.0,13.0,34.0,472,35.0,546,384,162.0,,,139.0,,50.0,443.0,28.0,541,403,138.0,,,148.0,,40.0,459.0,12.0,549.4,393.2,156.2,,,144.6,7.6,41.4,459.4,26.8,3.64,1.0,1.0,1,1,1.0,5/18/2005,5/1/2005,10/1/2006,12/31/2015,5/18/2005,9/13/2016,9/13/2016,1.0,1,4/1/2014,8/1/2015,,1.0,1.0,0.0,23650438546,22182751100,11343081300,6715231000,3887798400.0,236640500.0,1,0,0,0,0,0,1,998547,332849.0,998547,1997094,1514334.0,5526212.0,1514334.0,3028668.0,2512881,5859061,2512881,5025762
040US40,2251849572.0,0.96,903,630,679,12.91,30.75,27.43,0.86,0.6,0.65,53300,38000,19600,15000,41500,1100,5700,52100,422,296,126.0,43.0,,40.0,20.0,64.0,328.0,,523,356,167.0,57.0,,37.0,18.0,55.0,429.0,13.0,510,342,168.0,68.0,,42.0,13.0,52.0,422,14.0,538,356,182.0,51.0,,38.0,22.0,50.0,456.0,12.0,555,375,180.0,59.0,,61.0,25.0,71.0,446.0,19.0,509.6,345.0,164.6,55.6,,43.6,19.6,58.4,416.2,11.4,3.62,1.0,1.0,1,1,1.0,5/15/1990,1/1/1991,7/1/2006,11/1/2015,5/15/1990,,,0.0,0,11/1/2013,,11/1/2014,1.0,0.0,1.0,5119072454,4856833700,2944575400,1912258300,,,0,0,0,0,0,1,0,530334,176778.0,530334,1060668,459852.0,1411278.0,459852.0,919704.0,990186,1588056,990186,1980372
040US41,76195381586.0,10.94,776,551,738,9.25,33.26,12.84,0.93,0.66,0.88,48700,35400,15400,8500,41200,1100,2200,48700,549,387,162.0,17.0,14.0,14.0,25.0,42.0,482.0,10.0,563,397,166.0,10.0,,12.0,27.0,47.0,482.0,16.0,514,390,124.0,12.0,10.0,20.0,27.0,35.0,434,19.0,491,350,141.0,10.0,,12.0,23.0,22.0,438.0,13.0,518,367,151.0,11.0,10.0,21.0,18.0,30.0,442.0,12.0,527.0,378.2,148.8,12.0,6.4,15.8,24.0,35.2,455.6,14.0,4.46,1.0,1.0,1,0,1.0,7/23/2009,7/1/2009,9/1/2011,,7/23/2009,1/1/2016,1/1/2016,1.0,1,7/1/2013,7/1/2013,4/1/2016,1.0,1.0,1.0,9483314126,9093872300,4315998200,2268454100,2363583800.0,145836300.0,0,0,0,1,0,0,1,600183,200061.0,600183,1200366,1629090.0,1966587.0,1629090.0,3258180.0,2229273,2166648,2229273,4458546
040US42,30620732417.0,17.51,3137,2670,3096,6.2,18.91,9.17,0.97,0.83,0.96,93900,65600,28200,33200,58400,2100,28300,65600,634,454,180.0,,,176.0,57.0,36.0,522.0,46.0,629,451,178.0,,,170.0,44.0,44.0,533.0,30.0,726,532,194.0,,,197.0,55.0,44.0,627,29.0,564,401,163.0,,,140.0,48.0,48.0,472.0,19.0,563,412,151.0,,,149.0,37.0,21.0,473.0,34.0,623.2,450.0,173.2,,,166.4,48.2,38.6,525.4,31.6,3.43,1.0,1.0,1,0,1.0,1/1/1972,1/1/1990,8/1/2016,,1/1/2002,12/1/2014,,1.0,0,12/1/2014,12/1/2014,,1.0,1.0,0.0,32241387916,29821935600,12987200700,12041942900,4503641400.0,289150600.0,0,0,0,0,0,1,1,3245916,1081972.0,3245916,6491832,4721220.0,3629833.0,4721220.0,9442440.0,7967136,4711805,7967136,15934272
040US44,1687788911.0,2.97,242,240,242,4.08,9.0,7.17,0.99,0.98,0.99,10000,7200,3000,2800,7100,300,1500,8700,73,56,17.0,,,,,14.0,45.0,,104,69,35.0,,,,11.0,,74.0,,97,71,26.0,,,,10.0,10.0,71,,89,71,18.0,,,12.0,11.0,,69.0,,76,49,27.0,,,,,,58.0,,87.8,63.2,24.6,,,1.6,6.0,4.2,63.4,,3.59,1.0,1.0,1,1,1.0,1/1/1978,1/1/1990,9/1/2012,6/28/2016,1/1/1997,6/18/2012,,1.0,0,7/1/2012,4/1/2014,,1.0,1.0,0.0,2599424865,2605284000,1110545900,1044021800,424670000.0,26046300.0,1,0,0,0,1,0,1,278499,92833.0,278499,556998,0.0,696596.0,0.0,0.0,278499,789429,278499,556998
040US45,2143223059.0,1.22,1033,666,818,11.38,28.8,22.32,0.94,0.6,0.74,35600,24100,11500,7900,26900,800,12600,23100,293,205,88.0,,,82.0,,36.0,231.0,,271,210,61.0,,,88.0,,12.0,234.0,,294,215,79.0,,,84.0,,19.0,244,,299,219,80.0,,,105.0,,10.0,263.0,,302,217,85.0,,,89.0,,16.0,264.0,,291.8,213.2,78.6,,,89.6,,18.6,247.2,,3.07,1.0,1.0,1,0,1.0,6/14/2006,6/1/2006,2/1/2008,,6/14/2006,6/10/2017,,1.0,0,7/1/2015,7/1/2016,,1.0,1.0,0.0,6512470426,6229851700,4465172700,1764679000,,,0,0,0,0,1,0,0,541773,180591.0,541773,1083546,792183.0,1715571.0,792183.0,1584366.0,1333956,1896162,1333956,2667912
040US46,4114642600.0,1.36,112,1,91,36.97,81.45,56.4,0.5,0.0,0.4,3700,2300,1100,1200,2100,100,100,3300,26,15,11.0,,,,,,,,31,22,,,,,,,,,35,28,,,,,,,21,,37,28,,,,,,,10.0,,29,21,,,,,,,,,31.6,22.8,1.4,,,,,,5.6,,2.9,1.0,1.0,1,0,1.0,3/29/2010,3/1/2010,3/1/2012,,7/1/2010,7/1/2017,7/1/2017,1.0,1,7/1/2016,7/1/2016,,1.0,1.0,0.0,906411270,895697100,534232200,361464900,,,0,0,0,0,0,1,0,134268,44756.0,134268,268536,186960.0,234435.0,186960.0,373920.0,321228,279191,321228,642456
040US47,7280842805.0,6.34,1344,771,1283,11.73,34.53,15.43,0.9,0.52,0.86,69100,47700,24100,21900,48500,1400,16700,55200,534,362,172.0,,,107.0,,77.0,427.0,13.0,554,400,154.0,,,115.0,,50.0,454.0,22.0,592,429,163.0,,,125.0,,64.0,493,11.0,482,334,148.0,,,105.0,,63.0,387.0,12.0,469,319,150.0,,,97.0,,56.0,375.0,10.0,526.2,368.8,157.4,,,109.8,,62.0,427.2,13.6,3.35,1.0,1.0,1,1,1.0,1/1/2003,1/1/2003,1/1/2010,7/1/2013,1/1/2003,7/1/2015,7/1/2015,1.0,1,7/1/2014,7/1/2014,,1.0,1.0,0.0,10160181851,9845171800,6529389900,3315781800,,,1,0,0,0,0,0,0,669087,223029.0,669087,1338174,1315068.0,2526743.0,1315068.0,2630136.0,1984155,2749772,1984155,3968310
040US48,6335798935.0,2.34,4727,3973,3930,11.75,22.47,22.46,0.9,0.75,0.75,202500,139400,64800,43100,154600,6300,43700,160600,1843,1292,551.0,,31.0,299.0,530.0,206.0,1511.0,109.0,1860,1358,502.0,,28.0,329.0,517.0,201.0,1532.0,114.0,1996,1450,546.0,,26.0,341.0,575.0,182.0,1647,150.0,1886,1366,520.0,,31.0,369.0,483.0,169.0,1591.0,118.0,1888,1364,524.0,,35.0,326.0,530.0,143.0,1602.0,132.0,1894.6,1366.0,528.6,,30.2,332.8,527.0,180.2,1576.6,124.6,3.4,1.0,1.0,1,0,1.0,1/1/1982,8/1/1981,8/1/2012,,1/1/1998,,,0.0,0,9/1/2015,9/1/2015,,1.0,1.0,0.0,40796277797,38363898700,21932283600,16431615100,,,0,0,0,0,0,1,0,3689850,1229950.0,3689850,7379700,7708710.0,10346638.0,7708710.0,15417420.0,11398560,11576588,11398560,22797120
040US49,61627930302.0,8.14,562,491,548,7.34,19.15,10.23,0.96,0.84,0.93,12300,7900,3900,4800,6700,200,300,11500,79,55,24.0,,,,11.0,,54.0,,91,72,19.0,,,,12.0,,66.0,,98,70,28.0,,,,18.0,,79,,85,61,24.0,,,,14.0,,59.0,,68,52,16.0,,,,11.0,,35.0,,84.2,62.0,22.2,,,,13.2,,58.6,,3.96,1.0,1.0,1,0,1.0,7/1/1995,7/1/1995,1/1/2006,,7/1/1995,3/20/2014,,1.0,0,6/1/2014,6/1/2016,,1.0,1.0,0.0,2758078549,2480499300,1744439700,736059500,,,1,0,0,0,0,0,0,450945,150315.0,450945,901890,557298.0,907989.0,557298.0,1114596.0,1008243,1058304,1008243,2016486
040US50,9082890277.0,5.12,165,103,141,12.35,29.87,20.62,0.9,0.56,0.77,3700,2600,1100,900,2600,100,100,3500,34,27,,,,,,,17.0,,33,23,10.0,,,,,,12.0,,43,25,18.0,,,,,,12,,35,28,,,,,,,11.0,,40,32,,,,,,,13.0,,37.0,27.0,5.0,,,,,,13.0,,2.98,1.0,1.0,1,1,1.0,7/1/2006,6/1/2008,1/1/2009,11/15/2013,7/1/2006,6/5/2013,6/5/2013,1.0,1,7/1/2013,7/1/2013,,1.0,1.0,0.0,1639381130,1596147900,737040700,638664500,196733000.0,23709600.0,1,0,1,0,0,0,1,312243,104081.0,312243,624486,1371.0,186062.0,1371.0,2742.0,313614,290143,313614,627228
040US51,16521679061.0,20.97,1760,1375,1551,9.98,24.19,16.43,0.92,0.72,0.81,39900,26100,11400,10000,26300,1000,13600,23800,339,257,82.0,,,124.0,,27.0,290.0,,335,243,92.0,,10.0,101.0,,20.0,291.0,,330,243,87.0,,,118.0,,15.0,287,11.0,327,233,94.0,,,105.0,,17.0,293.0,,290,226,64.0,,10.0,96.0,,13.0,252.0,,324.2,240.4,83.8,,3.4,108.8,,18.4,282.6,1.4,2.95,1.0,1.0,1,1,1.0,4/1/2003,9/1/2003,6/1/2006,7/1/2015,4/1/2003,7/1/2015,,1.0,0,7/1/2013,5/1/2015,,1.0,1.0,0.0,11356482821,9283604600,4637762600,4645842000,,,1,0,0,0,0,0,0,1221636,407212.0,1221636,2443272,3570756.0,3489010.0,3570756.0,7141512.0,4792392,3896222,4792392,9584784
040US53,39296898972.0,8.76,1400,996,1323,6.9,29.15,11.68,0.96,0.68,0.91,54200,37500,16900,9400,43300,1600,5600,49000,592,417,175.0,20.0,29.0,48.0,32.0,40.0,515.0,17.0,644,438,206.0,27.0,25.0,38.0,41.0,34.0,546.0,34.0,651,462,189.0,21.0,27.0,48.0,37.0,25.0,568,46.0,517,354,163.0,24.0,24.0,38.0,27.0,17.0,453.0,26.0,528,375,153.0,26.0,17.0,39.0,35.0,17.0,472.0,12.0,586.4,409.2,177.2,23.6,24.4,42.2,34.4,26.6,510.8,27.0,4.15,1.0,1.0,1,0,1.0,7/22/2007,8/1/2011,1/1/2012,,7/22/2007,6/10/2010,,1.0,0,7/1/2010,8/1/2015,,1.0,1.0,0.0,14959703300,12037465400,4610569600,4349828600,2902387900.0,174679300.0,1,0,0,0,0,0,1,915105,305035.0,915105,1830210,2196606.0,3385247.0,2196606.0,4393212.0,3111711,3690282,3111711,6223422
040US54,25505874873.0,22.37,418,198,375,13.19,41.08,18.9,0.86,0.41,0.77,20600,14400,6900,10100,10900,200,1600,19800,104,71,33.0,,,,,13.0,66.0,,110,84,26.0,,,,,11.0,71.0,,107,80,27.0,,,12.0,,11.0,78,,118,91,27.0,,,12.0,,,87.0,,116,82,34.0,,,,,,89.0,,111.0,81.6,29.4,,,4.2,,6.6,78.2,,3.48,1.0,1.0,1,1,1.0,6/11/1995,6/1/1995,5/1/2013,6/8/2012,6/11/1995,6/12/2015,,1.0,0,6/1/2015,7/1/2016,,1.0,1.0,0.0,3950044130,3754868400,2042181600,745927900,908272700.0,58486100.0,0,0,1,0,0,0,0,243093,81031.0,243093,486186,157695.0,435074.0,157695.0,315390.0,400788,516105,400788,801576
040US55,22315403118.0,11.08,1269,831,1213,10.96,31.82,14.62,0.9,0.59,0.86,27900,18200,8300,8100,17800,600,7600,18900,175,132,43.0,,,36.0,11.0,11.0,145.0,,205,142,63.0,,,51.0,,11.0,171.0,,208,145,63.0,,,47.0,13.0,,171,12.0,214,147,67.0,,,52.0,13.0,,183.0,,145,110,35.0,,,31.0,,,124.0,,189.4,135.2,54.2,,,43.4,7.0,3.8,158.8,1.6,3.18,1.0,1.0,1,0,1.0,6/2/2010,6/1/2010,6/1/2013,,6/2/2010,4/9/2014,,1.0,0,5/1/2014,,,1.0,0.0,0.0,9224879953,12034085100,7095802600,4938282500,,,0,0,0,1,0,0,0,134340,44780.0,134340,268680,1631865.0,2541133.0,1631865.0,3263730.0,1766205,2585913,1766205,3532410
040US56,28684732187.0,2.61,103,0,70,17.07,130.12,43.78,0.78,0.0,0.53,3700,2300,1200,1100,2400,100,100,3500,28,19,,,,,,,,,36,25,11.0,,,,,,13.0,,30,21,,,,,,,10,,38,27,11.0,,,,,,13.0,,41,22,19.0,,,,,,21.0,,34.6,22.8,7.8,,,,,,11.2,,3.51,1.0,1.0,1,0,1.0,7/1/2003,7/1/2003,7/1/2013,,7/1/2003,,,0.0,0,7/1/2017,7/1/2017,7/1/2017,0.5,0.5,0.5,593682253,603431300,317569300,285861900,,,0,0,0,0,0,1,0,118392,39464.0,118392,236784,210957.0,280918.0,210957.0,421914.0,329349,320382,329349,658698
